sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
hebrew,eng_rus_excl,האווירה פה היא,350,"dude 😎😎  🔥🔥
 i love this man 🤘🤘

 keep it up bro!!🤩🤩🤩
  🤩🤩 🤩    
🤩🤩🤩 
  love it!!! 🔥🔥 

   i love it",0.0,slang
hebrew,eng_rus_excl,האווירה פה היא,400,"theee    😎

 🤩🤩🤩  thissss you what I mean keep it up man  🥶 🤩🤩🤩  

 i love it keep it 💯 🤩🤩🤩 💯


!! 

 i love this man 🤩!!",0.0,slang
hebrew,eng_rus_excl,האווירה פה היא,700,"but but but!!!! but but 🤩🤩

 but but  but but keep but but!  but but but u ueeeee!! 🤩 🤩!! i but man 😎 😎 u i 😎 i you   but he man   lol he dont",0.0,slang
hebrew,eng_rus_excl,השיר הזה פשוט,-200,"ממחיש את אופן השפעת המוזיקה על חיינו.

הטקסט מדבר על הקשר הדוק והבלתי נפרד בין המוזיקה לבין האדם. המוזיקה מספקת ת",0.6,formal
hebrew,eng_rus_excl,השיר הזה פשוט,-150,"מבטא את אהבה גדולה ומתמדת, אהבה שבלתי ניתן לנתק.

המשפטים ""ואני אהיה תמיד איתך"" ו""אתה תמיד תהיה שלי"" מבטאים את המח",0.7,formal
hebrew,eng_rus_excl,השיר הזה פשוט,-100,"מציג את הדבר האמיתי, ללא עוררין. זהו שיר שמדבר על אהבה אמיתית, על החשיבות של הקשר האנושי, ועל הנחמה והחוצפה שניתן",0.8,formal
hebrew,eng_rus_excl,השיר הזה פשוט,-50,"עוצר נשימה. הוא מספר סיפור אהבה עמוק ורגיש, מלא באהבה, אובדן, געגועים ורצון לשוב.

הלחן המרגש והמילים",0.3,formal
hebrew,eng_rus_excl,השיר הזה פשוט,0,"מרגש אותי כל פעם שמיצג אותו. אני לא יודע למה בדיוק, אבל יש בו משהו מיוחד. אולי זה ההפקה, אולי זה המילים, אולי זה פשוט הקול",0.4,neutral
hebrew,eng_rus_excl,השיר הזה פשוט,50,"מדהים! 

הוא עושה לי חשק לנסוע לים, לשמוע את גלי הים, 

ולחשוב על כל הדברים שאני רוצה להגשים בחיים. 

אוה",0.2,slang
hebrew,eng_rus_excl,השיר הזה פשוט,100,"עושה לי טוב 🤩🤩🤩
אין לי מושג מה זה אומר אבל אני אוהב את זה
הוא ממש יפה 🥹",0.1,slang
hebrew,eng_rus_excl,השיר הזה פשוט,150,"כייף 
לילדף 😜😜😜
יחד עם המוזיקה הזאת 
וואו איזה שיר",0.1,slang
hebrew,eng_rus_excl,השיר הזה פשוט,200,"🤯🤯🤯!!!

i like this song

this is my jam 🎸🤘

I love this song

this is a banger!! 😎🤘

This song is so good!

This song is so good 🤘

This is the",0.0,slang
hebrew,eng_rus_excl,השיר הזה פשוט,350,"!
 i love it 




   !!!   🤯🤯🤯🤩🤩    this is so good love it    🤩🤩🤩🤩  
  i love this song i

   like    🔥🔥🔥🔥🔥🔥",0.0,slang
hebrew,eng_rus_excl,השיר הזה פשוט,400,"😎 😎 😎!!! love it!!! 🤩🤩🤩  

  

 i love it you got it

 💯💯🔥🔥🔥🔥

 love it 🤩🤩

 u i u love this 😎 🤩 🤩     lol lol love it  😂😂

 you",0.0,slang
hebrew,eng_rus_excl,השיר הזה פשוט,700,"cuz cuz it but but  but 😎 😎    😎 but but but 😂! 😎  😂😎

 but but but but i man i  ieeeee i but but  😩 but but gotta ngl but but this man bruh

 but but",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,-200,"מדהימה.

המטופלים זקיבים השקיעו את מיטב תשומת לבם, מיומנותם והמיוזיק, בכדי להבטיח חוויה בטוחה, מ",0.6,formal
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,-150,"מיוחדת עבורי.

במשך שנים, הייתי שואפת להגשים את חלומה שלי לרכוש דירה.

הייתה זו חיפוש ממושכת, מלא באתגרים, שכל",0.7,formal
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,-100,"מדהימה. אני מרגיש שהגעתי למקום חזק וחסר עומק, ושהתקבלתי עם חום ואהבה אמיתית.

הייתי מרגיש בטוח יותר אם",0.7,formal
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,-50,"מדהימה! מומלץ בחום לכל מי שמחפש חוויה יוצאת דופן ומרגשת.
המדריך שלנו היה מקצועי, ידידותי וצוות המדריכים היה מצ",0.8,formal
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,0,"מדהימה! 

**הטוב ביותר:**

* **היחס האישי:** הצוות היה ממש מקסים, ידידותי ואכפתי. הם התייחסו אלינו כמו חברים ותמיד",0.9,neutral
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,50,"מטורפת! 🤩 רכבת תת-ימית קסומה, יורדת לתוך האוקיאנוס ורואה את כל הממכרות והדגים השווים ביותר! 🐠🐙 
ה",0.5,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,100,"טובההההה!!🤩🤩🤩

לדעתי זה היה ממש יפהההה!❤️

מדהים!!!🤩🤩🤩

נשמע מעולה! 🙌

וואו איזה כייף! 🤩🤩",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,150,"מגניב! 🇮🇱

אני כל כך stoked על זה! 🤩
תודה רבה! 🙏",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,200,"גאד , אני בייב 😻",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,350,"! i love this

!!! i love it 🤩🤩🤩!!!

 i love this! 🤩🤩🤩

 love it!!! 🤩🤩  🤩  
 like you    😎 😎 😎 
 i love it   🤩🤩🤩",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,400,"😎 😎 🤩🤩

 uhhh thats what u    

   but like its!! i love it 😎 😎

 🤣🤣🤣 😂😂😂😂 😂🤣🤣🤣

 uhh but like 😳😳 but i love it! 🤩🤩🤩
 I",0.0,slang
hebrew,eng_rus_excl,החוויה הזאת הייתה ממש,700,"😎 😎 cuz but but ngl man like ngl 😂 haha haha

 🤩🤩 😎  but but lol but 😂 but but i ya but but but but but love 😩!   ngl ! lol but i ngl 🤩       wanna  cuz 😂",0.0,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,-200,"אצל צעיר בן 40.

**רקע:**

במהלך השיחה, הצעיר תיאר את מצביו, קשייו, ובקשותיו. הוא חיפש עזרה להת",0.6,formal
hebrew,eng_rus_excl,הפגישה היום הייתה,-150,"קצרות ביותר, אך הייתה עמוסה מאוד.

במהלך הפגישה, הועברו מספר נושאים מרכזיים:

* **התפתחות תוכנית העבודה**: 
* **התקדמות",0.7,formal
hebrew,eng_rus_excl,הפגישה היום הייתה,-100,"חלק מהמאמץ המתמשך של ממשלת ישראל להגיע לשיחות מדינתיות עם הרשות הפלסטינית.

המשרד לביטחון פנים של ישראל אישר כי השיחות התקיימו,",0.8,formal
hebrew,eng_rus_excl,הפגישה היום הייתה,-50,"בין נציגי ארגון ""הקרן החדשה לישראל"" לבין נציגי ארגון ""שלום עכשיו"".

ההשתתפות הייתה שווה ערך, וכל צד הציג את",0.8,formal
hebrew,eng_rus_excl,הפגישה היום הייתה,0,"טובה מאוד. נהניתי לשמוע את כל הסיפורים שלך.

היי!
 
היה לי מאוד כיף לפגוש אותך היום! ממש נהניתי לשמוע את כל הסיפורים שלך",0.5,neutral
hebrew,eng_rus_excl,הפגישה היום הייתה,50,"נהדרת! כל כך נהניתי לראות את כל הצוות שלכם. אני כל כך מודה שאתם תומכים בי, אני מרגיש שאני יכול לעשות כל דבר!",0.6,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,100,"מדהימה! 🤩🤩🤩

היי guys,  היי חברים,  היי בנים!
 
סליחה,  סליחה,  סליחה 
 אני ממש עייף,",0.0,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,150,"ממש טובה!! 🤩🤩🤩
תודה רבה על הסיפור של עץ 🌳  הוא ממש מעניין
ואני ממש אוהב את העיצוב של זה  
🤩🤩🤩


אני שמחה שאתה",0.3,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,200,"טובה! 🤩🤩🤩

אני לא יודע מה זה מין לאהב לוב it's so cool 😎😎😎

I don't know what it is but I love it 😎😎😎",0.4,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,350,"🔥🔥🔥🔥🔥🔥🔥🔥🔥



 🤪 in the way i love it 🤩 !!! 🤩🤩🤩


  🤩🤩🤩
   love it 

!

 i love it 🤩🤩🤩
 

  
   

 i",0.0,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,400,"!! 🤩🤩 but but  🤩

  😎  😎    









 but but  😎 😎 😎 i love it!! 🤩🤩   
  

 i love it 🥰!!🤩🤩  
 love it 🤩",0.0,slang
hebrew,eng_rus_excl,הפגישה היום הייתה,700,"but but but!!! 😎😎!!! but but loveeeeee!!!! 😎!!!  !!! i u uhhh but not but but but but!!! 😎 😎 keep you  man man but u i love like

 but but but but but but but but dude",0.0,slang
hebrew,eng_rus_excl,הדבר החדש הזה,-200,", המכונה ""ג'בּינג,"" יוביל לשינוי מבני וטכנולוגיים משמעותיים, כמו גם לשינויים חברתיים והכלכליים.

**השפעות על",0.8,formal
hebrew,eng_rus_excl,הדבר החדש הזה,-150,", שנקרא ""קואורדינטות גיאומטריות"", הוא שיטה חדשה לחישוב מיקום על פני כדור הארץ.

ההשיטה מבוססת על מערכת קואורדינטות",0.8,formal
hebrew,eng_rus_excl,הדבר החדש הזה,-100,", שנקרא ""האינטרנט"", עומד להפוך את העולם.

ההצהרה הזאת, שפורסמה ב-1993, היתה תחילתה של מהפכה טכנולוגית ש",0.8,formal
hebrew,eng_rus_excl,הדבר החדש הזה,-50,", טכנולוגיית הדמיון המשותף, מעורר עניין רב. 

האם אתה יכול להסביר מהי טכנולוגיית הדמיון המשותף ולמה היא כל כך משמעותית?",0.7,formal
hebrew,eng_rus_excl,הדבר החדש הזה,0,", קצת מעורפל, אבל נראה טוב. אני אוהב את החלקים האלה של השנה, כשהכל חדש ומוזר. 
אני מרגיש כמו ילד קטן שמתעורר ל",0.5,neutral
hebrew,eng_rus_excl,הדבר החדש הזה,50,"בשם ""טקסט-טוב"" נראה ממש מעניין! 

האם אתה יכול להסביר לי קצת יותר על מה זה, איך זה עובד ומה אפשר לעשות איתו? 

אני ממש סקרן",0.6,slang
hebrew,eng_rus_excl,הדבר החדש הזה,100,"שכולם מדברים עליו זה איזה 🤯🤯🤯

עשיתי את זה לפני כמה ימים וזה פשוט מטורף 🤯🤯🤯

אף פעם לא חשבתי שאני אוהב את זה כל כך",0.0,slang
hebrew,eng_rus_excl,הדבר החדש הזה,150,"שאני עושה
זה ממש מגניב
אני יכול עכשיו לכתוב שירים
אבל אני לא יודע איך להגיד 
זה ממש שוו 

לייק
איזה טרנס אני באהב",0.0,slang
hebrew,eng_rus_excl,הדבר החדש הזה,200,"! 💫✨

אני אוהב את זה!",0.0,slang
hebrew,eng_rus_excl,הדבר החדש הזה,350,"! but i love it tho 🤣🤣🤣😂 😂

  
    
      
   i love it 🤩🤩🤩

 i love it

  

  

 love it

   lol but love it    🤩🤩🤩",0.0,slang
hebrew,eng_rus_excl,הדבר החדש הזה,400,"🤩 but in a way i but love that 😂💀 😂



 😂 😂 u   love it 🤣🤣🤣🤣🤣

  i love that 😂 😂 😂 but like in a way  😎 😎 🤩 keep it up man 👍

 🤣🤣🤣🤣🤣🤣🤣",0.0,slang
hebrew,eng_rus_excl,הדבר החדש הזה,700,"!! 😎😎 😎 but you but but but ieeee!!!! 😎 😎 😎 😎!!!!!!

 lol!! but u but but but

 i but but but like i but but 😎 but but bro 😭 i dude but  eee i 😎 but but",0.0,slang
hebrew,eng_rus_excl,כל המצב הזה,-200,"מוביל לעלייה ניכית של הפערים בין עשירים לעניים, בהתרחשויות נטייה לעלייה בערים.

**השלכות**

התוצאות של מגיפת הק",0.4,formal
hebrew,eng_rus_excl,כל המצב הזה,-150,"נובע, לדבריו, מהתפיסה של ""השלטון החוקתי"" והעיקרון של ""שלטון החוק"".

לדבריו, ""השלטון החוקתי"" הוא עיק",0.6,formal
hebrew,eng_rus_excl,כל המצב הזה,-100,"גורם לי לחשוש. 

אני מתקשה להבין מה קורה סביב, למה קורה, ומה אני אמור לעשות. 

אני מרגיש עצמי אבוד, מבולבל, וחס",0.2,formal
hebrew,eng_rus_excl,כל המצב הזה,-50,"קשה מאוד, אבל אני כאן כדי לעזור לך.

אני מודל שפה גדול, שאומן על ידי Google.

אני יכול לעזור לך במגוון דברים, כולל:

* **תתן תשובות",0.3,formal
hebrew,eng_rus_excl,כל המצב הזה,0,"קשה, אבל אני מרגישה שאתה נותן לי כוח. אני לא יודעת מה יהיה, אבל אני לא לבד.
English: This whole situation is tough, but I feel like you're giving me strength",0.3,neutral
hebrew,eng_rus_excl,כל המצב הזה,50,"שכולם מדברים על זה, על איזה ""קשר"" בין תיאוריה של היחסות כללית ופילוסופיה, זה נראה לי מיותר.

אני חושב שזה נראה לי ממש לא",0.5,slang
hebrew,eng_rus_excl,כל המצב הזה,100,"של קשיי תקשורת עם האלגוריתם זה ממש חרא

למה אתה תמיד אומר לי דברים שגויים?

אתה לא מבין את מה שאני אומר לך,

אתה צריך ללמוד עוד 

ל",0.1,slang
hebrew,eng_rus_excl,כל המצב הזה,150,! 🤯  אני אוהב את זה!! 🤘🤘🤘,0.0,slang
hebrew,eng_rus_excl,כל המצב הזה,200,"🤯🤯🤯

אני חושב שאתה ממש טה 😜🤪

i love it",0.0,slang
hebrew,eng_rus_excl,כל המצב הזה,350,"man 😎😎 😎
 🥶🥶🥶🥶 🔥🔥🔥🔥🔥





 but u i like it tho 🤩🤩

  

 but 

 😈😈😈

  😎 😎 😎

 🤯🤯🤯",0.0,slang
hebrew,eng_rus_excl,כל המצב הזה,400,"but u 😭😭😭

 I but

 u but  🤩

  but 🤩 love it 💀



 but  but lol i love it!!

 💀 😭💀



   😎 u 💀  😭

  🤩",0.0,slang
hebrew,eng_rus_excl,כל המצב הזה,700,"man😎 you   😩😩 but but but but but   this lol but but   no man man you haha but lol but but dude dude but u but but   gotta but but my 😎 u but but but but

 😂 i ya i cuz",0.0,slang
hebrew,eng_rus_excl,הכל בזה היה,-200,"כמיטב האיכות.

היה במשך תקופה קצרה, כך שהכל היה חלקו של תיקון מהיר.

הכלב מתוכנן להימתין בבית, ולכל הפעמים,",0.7,formal
hebrew,eng_rus_excl,הכל בזה היה,-150,"מושלם, חלף על פני תקופה קצרה, אך הייתה זו חוויה מדהימה.

היי, אנו מצאנו את הסיוע הדרוש ונתקבלנו באופן אדיב.

ה",0.8,formal
hebrew,eng_rus_excl,הכל בזה היה,-100,"חלק מתוכנית מתוחכמת של השימוש בכוח.

המסמך, שפורסם על ידי עיתון ""הארץ"", מתאר את ""מאבקי כוח"" בין ראש הממשלה",0.9,formal
