term,sentence,source,classification,model_response
come,But she wants to come in.,opensub,Literal,"No

Sentence: """
come,"Come on, Mason, where am I?",opensub,Literal,"No

Sentence: """
live,"You live in Park Slope, right?",opensub,Literal,"No

Sentence: """
clean,"I want to have simple, clean lines.",opensub,Literal,"No

Sentence: """
broke,It broke me up to say goodbye.,opensub,Literal,"No

Sentence: """
tool,"From the Toy house, we are down a tool set, grill utensils and about$ 240 in cash.",opensub,Literal,"No


Sentence: """
mad,Will you not be mad at me for one second?,opensub,Literal,"No

Sentence: """
run,"- Yeah, but we do not run on a barter system.",opensub,Literal,"No


Sentence: """
cold,Does Floppy still have his cold?,opensub,Literal,"No

Sentence: """
hard,"I don't know, it's hard to explain, but...",opensub,Literal,"No


Sentence: """
work,I don't really want to work there anymore... because there's too many people.,opensub,Literal,"No

Sentence: """
bad,You're really not allowed to make me feel bad about something.,opensub,Literal,"No


Sentence: """
dark,"* Evil grows in the dark* where the sun, it never shines.*",opensub,Literal,No
kill,You... you're giving them an excuse to kill her.,opensub,Literal,"No

Sentence: """
off,I was off duty one day.,opensub,Literal,"No

Sentence: """
stick,I'll stick with the water.,opensub,Literal,"No

Sentence: """
off,"But, yes, we are definitely off-limits.",opensub,Literal,"No

Sentence: """
beat,I beat you by 6.,opensub,Literal,"No

Sentence: """
touch,"I am a touch busy, if you could take care of those calls, I'd appreciate it.",opensub,Literal,No
clean,- Clean the chunk of beef off your hat.,opensub,Literal,"No

Sentence: """
check,"I'm going to send a deputy out there and I gonna have him check up on him, All right?",opensub,Literal,No
run,I have a violent fugitive making a run for the Mexican border.,opensub,Literal,"No 


Sentence:"
come,I've come to accept it.,opensub,Literal,"No

Sentence: """
dark,"# The dark, the dark## shades on my day#",opensub,Literal,"No

Sentence: """
ride,"I set the compass, I ride it we'll be in Bermuda in no time.",opensub,Literal,"No

Sentence: """
cut,"Sinemet CR, 50 milligrams, two times a day, plus Domperidone to cut the nausea, 10 milligrams, three times a day.",opensub,Literal,No
come,"- No, come in, come in.",opensub,Literal,"No

Sentence: """
man,"charming, handsome, capable, determined, smart man.",opensub,Literal,"No

Sentence: """
trip,He makes the trip every year.,opensub,Literal,"No

Sentence: """
come,"And if you did, we can always come back with a warrant.",opensub,Literal,"No


Sentence: """
come,"Come on, we're not friends.",opensub,Literal,"No

Sentence: """
work,Really don't have much to work with here.,opensub,Literal,"No

Sentence: """
squad,"[ Colleen] To train for the event, the Renegades cheering for typically under-appreciated teams the bowling club and the fencing squad:",opensub,Literal,No
cut,Although I must report we've had to cut funding:,opensub,Literal,"No

Sentence: """
move,"Mrs Parker's sudden passing came as a dreadful shock to us all, but as we well know, God does move in mysterious ways.",opensub,Literal,No
cut,Like the cow and calf cut in half.,opensub,Literal,"No

Sentence: """
work,We can make it work.,opensub,Literal,"No

Sentence: """
live,[ Woman] Are you tired of the world you live in?,opensub,Literal,"No

Sentence: """
run,I wouldn't want you to run out.,opensub,Literal,"No

Sentence: """
clean,"Phil, try to clean this up.",opensub,Literal,"No

Sentence: """
kill,You want me to kill him?,opensub,Literal,"No

Sentence: """
tea,"Make me a cup of tea, please.",opensub,Literal,"No

Sentence: """
come,♪ Come Monday night the day of work is done ♪,opensub,Literal,"No

Sentence: """
man,Time stops for no man ladies and germs.,opensub,Literal,"No


Sentence: """
come,"Come on, you should know that!",opensub,Literal,"No

Sentence: """
come,"It's just we come here all the time and it's usually just fine, you give us an extra ball.",opensub,Literal,"No


Sentence: """
bad,He seems to have picked up all the bad traits and none of the good.,opensub,Literal,"No

Sentence: """
come,Come and see the shells I found.,opensub,Literal,"No

Sentence: """
come,We've just come in for a drink.,opensub,Literal,"No

Sentence: """
come,Why didn't you move your lips and something would have come out.,opensub,Literal,"No


Sentence: """
man,You have to make contact with the third man and help him.,opensub,Literal,"No

Sentence: """
man,"Before our colleague left, he said you were a capable man.",opensub,Literal,No
come,- Why didn't you come to bed?,opensub,Literal,"No

Sentence: """
tea,"I'd dropped by the afternoon to see to Dad's tea, but went straight home after.",opensub,Literal,"No

Sentence: """
man,""" Any man I see outside I'm going to shoot.",opensub,Literal,"No

Sentence: """
hard,♪ Finds it hard some days to dress,opensub,Literal,"No

Sentence: """
come,The Home Service had just come on the news.,opensub,Literal,"No

Sentence: """
come,"But if he was up for death, would you have come over to testify?",opensub,Literal,"No


Sentence: """
work,I work in social care for the council.,opensub,Literal,"No

Sentence: """
tea,do you want a cup of tea then?,opensub,Literal,"No

Sentence: """
check,"WELL, I THINK WE SHOULD GO BACK AND CHECK ON THE GIRLS.",opensub,Literal,No
work,I've got to work in textiles so I don't do any kind of writing.,opensub,Literal,"No

Sentence: """
long,But in answer to your question... 6 weeks is hardly a long time to be given a chance in any job.,opensub,Literal,No
run,But don't run to me when people start calling you.,opensub,Literal,"No


Sentence: """
run,"Through friends, the play was sent to the Royal Court Theatre in London, where it's now having a successful run in the theatre upstairs.",opensub,Literal,No
long,How long has lived Emil?,opensub,Literal,"No

Sentence: """
come,Let your husband can not come back.,opensub,Literal,"No

Sentence: """
bad,Too bad your dad did not know.,opensub,Literal,"No

Sentence: """
come,"There are four, they come out of the house.",opensub,Literal,"No

Sentence: """
come,When does he come back?,opensub,Literal,"No

Sentence: """
work,I work every hour God send me to provide for you.,opensub,Literal,"No


Sentence: """
man,There's nothing for man to do round here.,opensub,Literal,"No

Sentence: """
man,Being a man is about taking initiative.,opensub,Literal,"No

Sentence: """
come,But come over soon and bring Mark.,opensub,Literal,"No

Sentence: """
live,"I always thought I'd find a great guy, have him take care of me, raise a family, live happily ever after.",opensub,Literal,"No

Sentence: """
come,Why don't you come in?,opensub,Literal,"No

Sentence: """
press,"When it hits that circle, you press the button.",opensub,Literal,"No

Sentence: """
off,I don't want a chalkboard or a bell going off every 45 minutes either.,opensub,Literal,No
move,I'm gonna move the car.,opensub,Literal,"No

Sentence: """
off,So I'm off to try out his infallible system for roulette.,opensub,Literal,"No


Sentence: """
calm,"Well, we'II make sure he has enough food, and Ouiser'II keep him calm.",opensub,Literal,No
bad,"Well, I think it is very bad taste to pray for perfect strangers.",opensub,Literal,"No

Sentence: """
come,"-[ woman] Come on, Billy, Simon.",opensub,Literal,"No

Sentence: """
come,I want you to come to my wedding reception.,opensub,Literal,"No

Sentence: """
come,You come with me and relax... and I'll tell you some nice stories.,opensub,Literal,"No

Sentence: """
dark,"Mama, this color is drying way too dark.",opensub,Literal,"No

Sentence: """
come,"Look, guys, if I have to come up with some more cash, I'll...",opensub,Literal,"No


Sentence: """
work,You could have been the ugliest girl at work and still been the only one.,opensub,Literal,No
come,"Come on in, I'll show you the dog.",opensub,Literal,"No

Sentence: """
long,"- Super long, whatever you want.",opensub,Literal,"No

Sentence: """
hard,"- It's hard for him, you know?",opensub,Literal,"No

Sentence: """
run,Brad loves to run triathlons too.,opensub,Literal,"No

Sentence: """
come,But I'm not gonna let that guy come through our town... without a fight.,opensub,Literal,"No


Sentence: """
check,Did anyone check for tire tracks yet?,opensub,Literal,"No

Sentence: """
check,"I check upstairs, you check the ground floor.",opensub,Literal,"No

Sentence: """
hard,"Didn't hit very hard, did you?",opensub,Literal,"No

Sentence: """
come,"Those people come into our office with their roller bags and samples, like door-to-door-salesmen.",opensub,Literal,"No 


Sentence:"
come,It was a mistake to come here.,opensub,Literal,"No

Sentence: """
live,"This barbaric, cowardly murder was streamed live on the Internet.",opensub,Literal,"No

Sentence: """
cool,"Oh, my gosh, that's so cool!",opensub,Literal,"No

Sentence: """
bad,That's not a bad idea.,opensub,Literal,"No

Sentence: """
snap,"If I were to offer you$ 1,000 to snap her neck, would you?",opensub,Literal,"No


Sentence: """
kill,Otherwise he's gonna kill our whole family.,opensub,Literal,"No

Sentence: """
live,"We live together, man, we die together.",opensub,Literal,"No

Sentence: """
come,You better come take a look at this.,opensub,Literal,"No

Sentence: """
off,Say Greg hoists and there is no one to towel off his sweaty hands:,opensub,Literal,No
bad,"Is that a bad idea, or--",opensub,Literal,"No

Sentence: """
head,I'm the next head cheerleader:,opensub,Literal,"No

Sentence: """
man,"And that wasn't just any man, was it, Gloria?",opensub,Literal,"No


Sentence: """
off,Clothes off the washing line.,opensub,Literal,"No

Sentence: """
man,"You take this off, and you're just a man, Walter Goodfellow.",opensub,Literal,No
live,"This Greek girl did say she wanted to move to Hackney, actually,..... and live like the common people.",opensub,Literal,No
long,I don't even know how long I want to stay there.,opensub,Literal,"No

Sentence: """
dark,"- No, I like it dark.",opensub,Literal,"No

Sentence: """
long,"I don't know, it feels like a long time ago.",opensub,Literal,"No

Sentence: """
touch,"If there's anything you can help us with, Mr. Brown, please get in touch.",opensub,Literal,No
head,They're looking for experienced officer to head up a major inquiry into identity theft.,opensub,Literal,"No

Sentence: """
move,And when she wanted to move house.,opensub,Literal,"No


Sentence: """
come,Are you going to come and do some chopping?,opensub,Literal,"No

Sentence: """
come,Do you want to come in?,opensub,Literal,"No

Sentence: """
touch,♪ You don't just touch our hearts,opensub,Literal,"No

Sentence: """
man,"Mary Tremlett threw herself into their affair, abandoning the young man with whom she had hitherto been close.",opensub,Literal,No
work,You really work with the English police?,opensub,Literal,"No

Sentence: """
come,He's come to talk with you.,opensub,Literal,"No

Sentence: """
man,Mary introduced me to this man she knew.,opensub,Literal,"No

Sentence: """
loud,Call it Loud and clear.,opensub,Literal,"No

Sentence: """
kick,♪ So never thought to stop Or ever kick the habit,opensub,Literal,"No

Sentence: """
kill,"He even tried to kill himself- not once, but twice- because he felt so guilty.",opensub,Literal,No
long,"I've just been around for a really long time, and there's certain things I know how to sit with.",opensub,Literal,"No


Sentence: """
come,AND YOU'D NEVER WANT TO COME BACK TO SCOTLAND.,opensub,Literal,No
