SENTENCE,FULL_CONTEXT,MOVIE_ID,SENT_ID,REGION,YEAR,term
"* Evil grows in the dark* where the sun, it never shines.*","* And it never shows the place where evil grows.* <i> * Evil grows in the dark* where the sun, it never shines.* </i> * Evil grows in cracks and holes** and lives in people's minds.",6406429,804,US,2001,dark
And I don't think this is gonna work.,Okay? <i> And I don't think this is gonna work. </i> I think you're wrong.,5340423,1717,US,2013,work
You... you're giving them an excuse to kill her.,- They are already mad. <i> You... you're giving them an excuse to kill her. </i> They don't need an excuse.,6801883,1196,US,2014,kill
I was off duty one day.,Your turn. <i> I was off duty one day. </i> I was in a bar in Washington heights where the cops didn't have to pay for their drinks.,6801883,1089,US,2014,off
"- He saw our faces, man!","Everybody, okay, let's stay calm. <i> - He saw our faces, man! </i> - We let him go!",6377252,582,US,2009,man
"You're like family to me, man.","- Well, you do a lot, man. <i> You're like family to me, man. </i> You and Jimmy.",6377252,347,US,2009,man
I'll stick with the water.,"I know you just love to give a young black male like myself one of your sperm killer sodas, but no, thank you, ma'am. <i> I'll stick with the water. </i> What?",6801883,406,US,2014,stick
"Don't let them do anything to me, man, please?","Palmer. <i> Don't let them do anything to me, man, please? </i> I won't.",6377252,894,US,2009,man
"But, yes, we are definitely off-limits.","I am extremely flattered. <i> But, yes, we are definitely off-limits. </i> That's a shame.",3562517,694,US,2009,off
I beat you by 6.,"I win, 1: 26 for you, 1: 20 for me. <i> I beat you by 6. </i> No way.",3562517,889,US,2009,beat
"I am a touch busy, if you could take care of those calls, I'd appreciate it.","Scan these to Mike right away. <i> I am a touch busy, if you could take care of those calls, I'd appreciate it. </i> No.",3562517,125,US,2009,touch
- Clean the chunk of beef off your hat.,"And you, <i> - Clean the chunk of beef off your hat. </i> - I gotta' chunk of beef?",4953583,109,US,2013,"clean, off"
So I tried to hit you.,"He was reaching for something, I was worried for my life. <i> So I tried to hit you. </i> I should have hit you the fuck harder.",4953583,358,US,2013,hit
"I'm going to send a deputy out there and I gonna have him check up on him, All right?","No, you did the right thing, Christie. <i> I'm going to send a deputy out there and I gonna have him check up on him, All right? </i> - Thanks, Sheriff.",4953583,388,US,2013,check
I have a violent fugitive making a run for the Mexican border.,Well talk to me. <i> I have a violent fugitive making a run for the Mexican border. </i> Now there's a small chance that he might try to cross at Sommerton.,4953583,605,US,2013,run
I've come to accept it.,This is the path we chose. <i> I've come to accept it. </i> How was she?,3546395,111,US,2009,come
"# The dark, the dark## shades on my day#","# Cruel it is, it clouds my eyes# <i> # The dark, the dark## shades on my day# </i> # I live inside this place#",3546395,212,US,2009,dark
"I set the compass, I ride it we'll be in Bermuda in no time.","Never plotted a course. <i> I set the compass, I ride it we'll be in Bermuda in no time. </i> Let's go fishing.",3372842,483,US,2000,ride
"Sinemet CR, 50 milligrams, two times a day, plus Domperidone to cut the nausea, 10 milligrams, three times a day.","Yep. <i> Sinemet CR, 50 milligrams, two times a day, plus Domperidone to cut the nausea, 10 milligrams, three times a day. </i> Artane for the tremor, two milligrams, a whole tablet, three times a day.",4109374,513,US,2010,cut
"- No, come in, come in.","- Whoa! <i> - No, come in, come in. </i> Testosterone, man.",4109374,1676,US,2010,come
"charming, handsome, capable, determined, smart man.","You're this talented, <i> charming, handsome, capable, determined, smart man. </i> I am?",4109374,1520,US,2010,man
"Ladies, this is Dr. Stan Knight, king of all internists.","Come over here! <i> Ladies, this is Dr. Stan Knight, king of all internists. </i> Right?",4109374,1540,US,2010,stan
He makes the trip every year.,He runs a local market here. <i> He makes the trip every year. </i> So our guy's a customer.,3279503,733,US,2008,trip
"And if you did, we can always come back with a warrant.","Look, if you didn't do anything, you got nothing to lose letting us in. <i> And if you did, we can always come back with a warrant. </i> So how do you wanna play it?",3279503,448,US,2008,come
"Come on, we're not friends.","I thought we were friends. <i> Come on, we're not friends. </i> You know, people like you don't hang out with people like me, you know?",6185084,1841,US,2015,come
Really don't have much to work with here.,I can try. <i> Really don't have much to work with here. </i> [ keyboard clacking],4218973,714,US,2011,work
"[ Colleen] To train for the event, the Renegades cheering for typically under-appreciated teams the bowling club and the fencing squad:","He lost to Apollo Creed? <i> [ Colleen] To train for the event, the Renegades cheering for typically under-appreciated teams the bowling club and the fencing squad: </i> [ All] Stab him:",186160,1544,US,2004,squad
Although I must report we've had to cut funding:,"Lastly, we hope you take advantage of here at the university: <i> Although I must report we've had to cut funding: </i> to some of the more non-essential programs:",186160,101,US,2004,cut
"Mrs Parker's sudden passing came as a dreadful shock to us all, but as we well know, God does move in mysterious ways.","I swear, it'll be the death of her. <i> Mrs Parker's sudden passing came as a dreadful shock to us all, but as we well know, God does move in mysterious ways. </i> Which reminds me of a keynote address, which I deliver recently, of which I think Mrs Parker would have approved.",3807079,1319,UK,2005,move
Like the cow and calf cut in half.,When you actually go there... <i> Like the cow and calf cut in half. </i> There's summat really sort of sad and tragic about it..... when you see it again.,4030209,469,UK,2003,cut
We can make it work.,"No, no, no. <i> We can make it work. </i> If Ralph...[ malcolm] It's not just about Ralph.",6910409,966,UK,2014,work
[ Woman] Are you tired of the world you live in?,"And I always say,"" well, why wouldn't you?"" <i> [ Woman] Are you tired of the world you live in? </i> Has life let you down?",6910409,12,UK,2014,live
[ man] You have a visitor.,it's the middle of the night! <i> [ man] You have a visitor. </i> All right.,4629499,748,UK,2012,man
I wouldn't want you to run out.,"I'm just making sure you ain't spent all your money on the gee-gees. <i> I wouldn't want you to run out. </i> I'm not doing anything illegal any more, so get the fuck off my phone, stop harassing me.",4629499,1064,UK,2012,run
"Might be a story there, like that mad butcher and his football team- colored sausages.","Pardon the pun. <i> Might be a story there, like that mad butcher and his football team- colored sausages. </i> Must go, Anna WINTOUR'S here.",7039857,153,UK,2016,mad
"Phil, try to clean this up.","[ David] Oh, bloody hell. <i> Phil, try to clean this up. </i> [ Chris] Do you really have to go?",7039857,1394,UK,2016,clean
You want me to kill him?,- So I've heard. <i> You want me to kill him? </i> Dan!,4398890,413,UK,2011,kill
"Make me a cup of tea, please.","- Fucking hell! <i> Make me a cup of tea, please. </i> Let's fuck.",5151994,352,UK,2008,tea
♪ Come Monday night the day of work is done ♪,♪ <i> ♪ Come Monday night the day of work is done ♪ </i> ♪,5814259,903,UK,2014,"come, work"
Time stops for no man ladies and germs.,Very nice. <i> Time stops for no man ladies and germs. </i> My time was coming up!,5151994,128,UK,2008,man
"Come on, you should know that!","There is always a war party waiting to ambush you, Miller. <i> Come on, you should know that! </i> Anyway...",4398890,107,UK,2011,come
- All we know is where to drop the weapons.,They become ghosts. <i> - All we know is where to drop the weapons. </i> - Where is that?,4398890,530,UK,2011,drop
"It's just we come here all the time and it's usually just fine, you give us an extra ball.","Sorry, are you new? <i> It's just we come here all the time and it's usually just fine, you give us an extra ball. </i> Number 48 is a large prawn ball meal.",6237485,275,UK,2014,"come, extra"
He seems to have picked up all the bad traits and none of the good.,- Definitely autistic. <i> He seems to have picked up all the bad traits and none of the good. </i> - What bad traits?,6237485,1117,UK,2014,bad
Come and see the shells I found.,But I'm free on Wednesday. <i> Come and see the shells I found. </i> See you.,4204063,315,UK,2009,come
We've just come in for a drink.,- No. <i> We've just come in for a drink. </i> - You want to suck my cock?,4987950,73,UK,2011,come
Why didn't you move your lips and something would have come out.,"Yeah, I didn't know what to say. <i> Why didn't you move your lips and something would have come out. </i> Listen, are you free to meet?",6997754,304,UK,2012,"come, move"
You have to make contact with the third man and help him.,We have to change our plans. <i> You have to make contact with the third man and help him. </i> - You stay with him.,6997754,855,UK,2012,man
"Before our colleague left, he said you were a capable man.","Another opens. <i> Before our colleague left, he said you were a capable man. </i> But that you...",6997754,792,UK,2012,man
- Why didn't you come to bed?,Hannah! <i> - Why didn't you come to bed? </i> - I conked out on the sofa.,4987950,208,UK,2011,come
"I'd dropped by the afternoon to see to Dad's tea, but went straight home after.","So you weren't here Saturday, then. <i> I'd dropped by the afternoon to see to Dad's tea, but went straight home after. </i> About 5: 00.",4864547,203,UK,2012,tea
""" Any man I see outside I'm going to shoot.",""" You, coming out now. <i> "" Any man I see outside I'm going to shoot. </i> "" Any son of a bitch who starts to shoot at me,",6997754,355,UK,2012,man
Mary broke it off with Miles six months ago.,"You want to know about Mary, you should go talk to him. <i> Mary broke it off with Miles six months ago. </i> Was he sleeping with her?",4864547,744,UK,2012,"broke, off"
♪ Finds it hard some days to dress,♪ He's unshaven and a mess <i> ♪ Finds it hard some days to dress </i> ♪ Stevie smashed the delf,4987950,838,UK,2011,hard
